X,Y,fid,gml_id,OBJECTID,C_S_Nr,C_S_Name,C_S_SG,C_S_Str,C_S_HNr,C_S_PLZ,C_S_Ort,C_S_Email,C_S_HomeP,C_S_GEO_X,C_S_GEO_Y,C_S_Status,C_S_SF,C_S_SF_Sta,C_S_GTA,C_S_Traeg,C_S_SI,C_S_PrSt,C_S_SuS,C_S_SuS_ES,C_S_SuS_PS,C_S_SuS_S1,C_S_SuS_S2,Schwerpunkt
565991.503,5936587.199,C_2015_Schulen_SekI.150,ide6c9621e-1e96-4dc3-9337-54ea2f873e4e,357,5872,Wilhelm-Gymnasium,37008,Klosterstieg,17,20149,Hamburg,wilhelm-gymnasium@bsb.hamburg.de,http://www.wilhelm-gymnasium.de,565991.503,5936587.199,staatl.,GY,GY,GTS ohne Träger,,6,,687,0,0,493,194,
562329.641,5934407.72499999963,C_2015_Schulen_SekI.151,id5a1d74fc-0524-4e16-becb-f190c221e1f7,358,5881,Gymnasium Allee,23011,Max-Brauer-Allee,83,22765,Hamburg,gymnasium-allee@bsb.hamburg.de,http://www.gymnasium-allee.de/,562329.641,5934407.725,staatl.,GY,GY,GTS ohne Träger,,4,,909,0,0,726,183,
562091.48,5941916.785,C_2015_Schulen_SekI.152,id04a0b5be-0334-4d9d-bf6e-e9e9beadbcfa,359,5882,Gymnasium Bondenwald,40015,Bondenwald,14,22453,Hamburg,Gymnasium-Bondenwald@bsb.hamburg.de,http://www.gymnasium-bondenwald.de,562091.48,5941916.785,staatl.,GY,GY,GTS ohne Träger,,6,,903,0,0,685,218,
573423.804,5940929.67399999965,C_2015_Schulen_SekI.153,idcd020b06-2200-4f53-a884-21489d92c5f6,360,5885,Gymnasium Farmsen,62008,Swebenhöhe,50,22159,Hamburg,gymnasium-farmsen@bsb.hamburg.de,http://www.gymnasium-farmsen.de,573423.804,5940929.674,staatl.,GY,GY,GTS ohne Träger,,4,,663,0,0,490,173,
566590.674,5938372.829,C_2015_Schulen_SekI.154,id824e8e71-6f81-4732-b38f-082f282b53b3,361,5886,Gelehrtenschule des Johanneums,48014,Maria-Louisen-Straße,114,22301,Hamburg,Gelehrtenschule-des-Johanneums@bsb.hamburg.de,http://www.johanneum-hamburg.de,566590.674,5938372.829,staatl.,GY,GY,GTS ohne Träger,,6,,823,0,0,636,187,
558046.975,5934261.222,C_2015_Schulen_SekI.155,idc548dfdf-a6cc-42bb-8a8c-75980adf80c8,362,5887,Gymnasium Hochrad,27001,Hochrad,2,22605,Hamburg,gymnasium-hochrad@bsb.hamburg.de,http://www.hochrad.de,558046.975,5934261.222,staatl.,GY,GY,GTS ohne Träger,,6,,955,0,0,718,237,
566093.997,5940034.326,C_2015_Schulen_SekI.156,id12daeeb3-b251-46b1-b411-79ee7da7b474,363,5888,Heilwig-Gymnasium,47004,Wilhelm-Metzger-Straße,4,22297,Hamburg,Heilwig-Gymnasium@bsb.hamburg.de,http://www.heilwig.de,566093.997,5940034.326,staatl.,GY,GY,GTS ohne Träger,,5,,795,0,0,628,167,
576116.361,5942402.586,C_2015_Schulen_SekI.157,id9500371f-4bd7-4ee0-b700-3568711ebf32,364,5890,Gymnasium Meiendorf,74012,Schierenberg,60,22145,Hamburg,gymnasium-meiendorf@bsb.hamburg.de,http://www.gymei.de,576116.361,5942402.586,staatl.,GY,GY,GTS ohne Träger,,5,,995,0,0,779,216,
558518.82,5934318.491,C_2015_Schulen_SekI.158,idd84a3779-e626-40ce-bb74-471b4b70e562,365,5891,Gymnasium Othmarschen,27002,Walderseestraße,99,22605,Hamburg,gymnasium-othmarschen@bsb.hamburg.de,http://www.gymnasium-othmarschen.de,558518.82,5934318.491,staatl.,GY,GY,GTS ohne Träger,,6,,991,0,0,776,215,
570930.299,5946812.81099999975,C_2015_Schulen_SekI.159,id6d0ee1a1-bdc1-4002-8c2a-d6c368cad491,366,5894,Heinrich-Heine-Gymnasium,67004,Harksheider Straße,70,22399,Hamburg,heinrich-heine-gymnasium@bsb.hamburg.de,http://www.heinegym.de,570930.299,5946812.811,staatl.,GY,GY,GTS ohne Träger,,6,,835,0,0,679,156,
572572.816,5942919.66299999971,C_2015_Schulen_SekI.160,id36287cd4-d122-41ca-86b7-0915eb930003,367,5895,Gymnasium Grootmoor,63003,Am Damm,47,22175,Hamburg,Gymnasium-Grootmoor@bsb.hamburg.de,http://www.grootmoor.de,572572.816,5942919.663,staatl.,GY,GY,GTS ohne Träger,,6,,1256,0,0,930,326,
575331.556,5950014.79899999965,C_2015_Schulen_SekI.161,idf665cce3-a215-4d44-90e3-23acf0ded626,368,5896,Gymnasium Ohlstedt,71003,Sthamerstraße,55,22397,Hamburg,gymnasium-ohlstedt@bsb.hamburg.de,http://www.gymnasium-ohlstedt.de/,575331.556,5950014.799,staatl.,GY,GY,GTS ohne Träger,,6,,742,0,0,547,195,
572363.283,5939595.30399999954,C_2015_Schulen_SekI.162,id1e23a13b-c5db-47a0-a319-820af5f151df,369,5897,Gymnasium Osterbek,63019,Turnierstieg,24,22179,Hamburg,gymnasium-osterbek@bsb.hamburg.de,http://www.osterbek.de,572363.283,5939595.304,staatl.,GY,GY,GTS ohne Träger,,5,,680,0,0,529,151,
573286.893,5935885.985,C_2015_Schulen_SekI.163,idbaa6a08b-5d3a-402a-a418-e17781b6fdb0,370,5898,Gymnasium Marienthal,59004,Holstenhofweg,86,22043,Hamburg,Gymnasium-Marienthal@bsb.hamburg.de,http://www.Gymnasium-Marienthal.de,573286.893,5935885.985,staatl.,GY,GY,GTS ohne Träger,,3,,907,0,0,728,179,
568810.592,5944788.36799999978,C_2015_Schulen_SekI.164,id2ca2c621-8ced-4dc3-bf71-a23146654fa7,371,5899,Gymnasium Hummelsbüttel,68004,Hummelsbüttler Hauptstraße,107,22339,Hamburg,Gymnasium-Hummelsbuettel@bsb.hamburg.de,http://www.gymnasium-hummelsbuettel.de,568810.592,5944788.368,staatl.,GY,GY,GTS ohne Träger,,4,,690,0,0,537,153,
567458.031,5934057.02599999961,C_2015_Schulen_SekI.165,id674c6fe5-f394-4b71-bc1d-e1564479dda1,372,7703,Privates Gymnasium Brecht,5009,Norderstraße,163,20097,Hamburg,info@brecht-schulen.de,http://www.brecht-schulen.de,567458.031,5934057.026,privat,GY,GYp,GTS ohne Träger,Brecht-Schulen GmbH,-1,,475,0,0,325,150,
575012.033,5948035.694,C_2015_Schulen_SekI.166,id52b43ef0-45bf-4cd5-8c58-5df6d582f6a6,373,7706,Christophorus-Schule,72002,Bergstedter Chaussee,205,22395,Hamburg,schule@christophorus-hamburg.de,http://www.christophorus-hamburg.de,575012.033,5948035.694,privat,SO,SOp,GTS ohne Träger,Christophorus-Schulverein in Hamburg e.V.,-1,PrSt,161,0,39,96,26,
557054.804,5934063.744,C_2015_Schulen_SekI.167,id6422712c-ad8a-47d8-b748-0cd3fab53934,374,7707,Raphael-Schule,30004,Quellental,25,22609,Hamburg,sekretariat@raphael-schule-hamburg.de,http://www.raphael-schule-hamburg.de,557054.804,5934063.744,privat,SO,SOp,GTS ohne Träger,Raphael-Schule e.V. Verein zur Förderung der anthroposophischen Heilpädagogik im Hamburger Westen,-1,PrSt,114,0,24,68,22,
567458.031,5934057.02599999961,C_2015_Schulen_SekI.168,ide8c7f725-3681-452a-b3b0-c2583c27c711,376,7714,Private Stadtteilschule Brecht,5009,Norderstraße,163,20097,Hamburg,info@brecht-schulen.de,http://www.brecht-schulen.de,567458.031,5934057.026,privat,STS,STSp,GTS ohne Träger,Brecht-Schulen GmbH,-1,,237,0,0,166,71,
567362.312,5934793.849,C_2015_Schulen_SekI.169,idae4387c1-4009-452f-ae21-27929255cc13,378,7801,Stadtteilschule St. Georg,5005,Rostocker Straße,62,20099,Hamburg,info@st-georg-schulen.de,http://www.st-georg-schulen.de,567362.312,5934793.849,privat,STS,STSp,GTS ohne Träger,Privatschulpädagogische Gesellschaft mbH,-1,,135,0,0,135,0,
578168.596,5938761.954,C_2015_Schulen_SekI.170,idc08fb4c4-bfaa-477e-94c6-ff54d60f7134,380,7910,Neue Schule Hamburg,74031,Schimmelreiterweg,11,22149,Hamburg,info@neue-schule-hamburg.org,http://www.infoneue-Schule-Hamburg.org,578168.596,5938761.954,privat,STS,STSp,GTS ohne Träger,Neue Schule Hamburg e.V.,-1,PrSt,79,0,25,54,0,
569380.748,5939201.588,C_2015_Schulen_SekI.171,id5c96dead-1cb0-4caa-a008-4618f85c9020,382,7915,Alsterring Gymnasium,53011,Wittenkamp,15,22307,Hamburg,info@alsterring-gymnasium.de,http://www.alsterring-gymnasium.de,569380.748,5939201.588,privat,GY,GYp,GTS ohne Träger,Alsterbildungsring e.V.,-1,,105,0,0,80,25,
564749.924,5940118.91299999971,C_2015_Schulen_SekI.172,idd4712124-81d9-46b8-80c1-3253308eaf2c,387,7921,Moderne Schule Hamburg (Gymnasium),46007,Brödermannsweg,17,22453,Hamburg,info@moderne-schule-hamburg.de,,564749.924,5940118.913,privat,GY,GYp,unbekannt,Moderne Schule Hamburg gGmbH (MSH),-1,,72,0,0,72,0,
568426.622,5938135.56,C_2015_Schulen_SekI.173,id0ac0cf7b-7629-4558-bab6-86fc3a317413,388,7924,OKO Private School Talent-Schule Hamburg,53023,Saarlandstraße,30,22303,Hamburg,info@talent-schule.com,http://www.talent-schule.com,568426.622,5938135.56,privat,GY,GYp,unbekannt,OKO Private School Talent-Schule Hamburg EFF e.V.,-1,,83,0,0,51,32,
563259.0,5939906.64699999988,C_2015_Schulen_SekI.174,id56459855-67ec-4987-9ef8-cb8c0c012cdd,389,8003,"Lycée Français de Hambourg 'Antoine de St. Exupéry' (Gymnasium)",39003,Hartsprung,23,22529,Hamburg,info@lfh.de,http://www.lfh.de,563421.187,5939906.647,privat,GY,GYp,unbekannt,Verein der Eltern und Freunde des Lycée Français de Hambourg e.V.,-1,,377,0,0,288,89,
565146.744,5935981.051,C_2015_Schulen_SekI.175,ideec634f9-0c8e-4b15-865b-c2327b3616c7,391,8007,Joseph-Carlebach-Schule (Stadtteilschule),36007,Grindelhof,30,20146,Hamburg,info@jcsh.de,http://www.jcsh.de,565146.744,5935981.051,privat,STS,STSp,GTS ohne Träger,Jüdische Gemeinde Hamburg,-1,,61,0,0,61,0,
568133.248,5936538.406,C_2015_Schulen_SekI.176,id30973f82-5e0b-4786-9a08-fcbdb61ccf12,393,8012,August-Hermann-Francke-Schule Uhlenhorst,51015,Bachstraße,13,22083,Hamburg,info@ahfs-hamburg.de,,568133.248,5936538.406,privat,STS,STSp,GTS ohne Träger,Freie Christliche Bekenntnisschule Hamburg e.V.,-1,,324,0,0,212,112,
563421.187,5939906.64699999988,C_2015_Schulen_SekI.177,id8803e658-d586-4f87-b5f8-b9d6d1bc6fed,394,8013,"Lycée Français de Hambourg 'Antoine de St. Exupéry' (Grundschule)",39003,Hartsprung,23,22529,Hamburg,info@lfh.de,,563421.187,5939906.647,privat,G,Gp,GBS (immer mit Träger),Verein der Eltern und Freunde des Lycée Français de Hambourg e.V.,-1,PrSt,360,0,296,64,0,
560119.975,5935173.27,C_2015_Schulen_SekI.178,idecded070-bfea-4993-b315-66c1e11383bf,395,8014,August-Hermann-Francke-Schule Bahrenfeld,25015,Händelstraße,11,22761,Hamburg,info@ahfs-hamburg.de,,560119.975,5935173.27,privat,G,Gp,GTS ohne Träger,Freie Christliche Bekenntnisschule Hamburg e.V.,-1,PrSt,90,0,72,18,0,
574585.808,5939925.22499999963,C_2015_Schulen_SekI.179,id06c3a785-7ff2-4a63-9475-f6a58d035daa,398,8101,Rudolf-Steiner-Schule Wandsbek,62012,Rahlstedter Weg,60,22159,Hamburg,schule@waldorfschule-wandsbek.de,http://www.waldorfschule-wandsbek.de/,574585.808,5939925.225,privat,STS,STSp,unbekannt,Rudolf Steiner Schulverein Wandsbek e.V.,-1,PrSt,860,0,278,404,178,
556696.914,5933690.194,C_2015_Schulen_SekI.180,id051de1c5-6a19-47b1-8bff-32a0f218ec3e,399,8102,Rudolf-Steiner-Schule Nienstedten,30004,Elbchaussee,366,22609,Hamburg,mail@waldorfschule-nienstedten.de,http://www.waldorfschule-nienstedten.de,556696.914,5933690.194,privat,STS,STSp,unbekannt,Rudolf Steiner Schule Nienstedten e.V.,-1,PrSt,477,0,154,228,95,
570424.889,5936170.8,C_2015_Schulen_SekI.181,id65eaf2b2-3c2f-4b95-96a5-827663a0819f,400,8106,Friedrich-Robbe-Institut,59001,Bärenallee,15,22041,Hamburg,mail@robbe-institut.de,http://www.friedrich-robbe-institut.de,570424.889,5936170.8,privat,SO,SOp,GTS ohne Träger,Friedrich-Robbe-Institut e.V.,-1,PrSt,89,0,26,44,19,
575029.142,5948109.416,C_2015_Schulen_SekI.182,idf0ba490d-1915-4cc7-b542-fa195c78295d,401,8112,Rudolf-Steiner-Schule Bergstedt,72002,Bergstedter Chaussee,207,22395,Hamburg,info@steinerschule-bergstedt.de,http://www.steinerschule-bergstedt.de,575029.142,5948109.416,privat,STS,STSp,GTS ohne Träger,Rudolf Steiner Schule Bergstedt e.V.,-1,PrSt,463,0,144,220,99,
561088.562,5933912.93099999987,C_2015_Schulen_SekI.183,idcbe8f717-1a4c-429a-bc83-08aeabaaefb1,402,8113,Rudolf-Steiner-Schule Altona,24011,Bleickenallee,1,22763,Hamburg,mail@waldorfschule-altona.de,http://www.waldorfschule-altona.de/,561088.562,5933912.931,privat,STS,STSp,unbekannt,Rudolf Steiner Schule Altona e.V.,-1,PrSt,400,0,129,190,81,
559208.268,5923948.785,C_2015_Schulen_SekI.184,id2459bb9e-25ea-4c34-b2b2-a89c6279189a,403,8114,Rudolf-Steiner-Schule Harburg,100009,Ehestorfer Heuweg,82,21149,Hamburg,mail@rudolfsteinerschule-harburg.de,,559208.268,5923948.785,privat,STS,STSp,unbekannt,Rudolf Steiner Schule Harburg e.V.,-1,PrSt,450,0,145,219,86,
580740.045,5926926.99899999984,C_2015_Schulen_SekI.185,id00306a09-6945-41eb-9f82-cfd38d21cae7,404,8115,Rudolf-Steiner-Schule Bergedorf,76013,Am Brink,7,21029,Hamburg,email@waldorfschule-bergedorf.de,,580740.045,5926926.999,privat,STS,STSp,GTS ohne Träger,Rudolf Steiner Schule Bergedorf e.V.,-1,PrSt,416,0,132,208,76,
563704.054,5924463.103,C_2015_Schulen_SekI.186,id580db9d3-6aed-4063-b553-a1756d16b0f7,405,8117,Michael Schule,97008,Woellmerstraße,1,21075,Hamburg,mail@michaelschule.net,,563704.054,5924463.103,privat,SO,SOp,GTS ohne Träger,Michael Schule Harburg e.V.,-1,PrSt,93,0,12,60,21,
574343.931,5942711.09,C_2015_Schulen_SekI.187,id63f8130d-c955-4252-b91c-a91c2136efb4,406,8118,Haus des Lernens,62002,Lienaustraße,14,22159,Hamburg,schule-hh@haus-des-lernens.org,,574343.931,5942711.09,privat,STS,STSp,unbekannt,Die Schul- und Lern- Gemeinschaft Hamburg e.V.,-1,,17,0,0,17,0,
570868.867,5934553.497,C_2015_Schulen_SekI.188,id707b2abd-eae9-44fc-95c8-c7e59bb13967,407,8201,Wichern-Schule (Stadtteilschule),11006,Horner Weg,164,22111,Hamburg,wichern-schule@rauheshaus.de,http://www.wichern-schule.de,570868.867,5934553.497,privat,STS,STSp,GTS ohne Träger,Stiftung Das Rauhe Haus,3,,510,0,0,490,20,
570868.867,5934553.497,C_2015_Schulen_SekI.189,id42f76084-1e07-48f0-9487-de2e04c852da,408,8202,Wichern-Schule (Gymnasium),11006,Horner Weg,164,22111,Hamburg,wichern-schule@rauheshaus.de,http://www.wichern-schule.de,570868.867,5934553.497,privat,GY,GYp,GTS ohne Träger,Stiftung Das Rauhe Haus,5,,629,0,0,428,201,
556602.608,5935188.72499999963,C_2015_Schulen_SekI.190,ida729de23-da98-4b39-9b36-a2c60f20478b,410,8301,Jenisch-Gymnasium,29011,Jenischstraße,48,22609,Hamburg,info@jenisch-gymnasium.de,http://www.jenisch-gymnasium.de/,556602.608,5935188.725,privat,GY,GYp,GTS ohne Träger,Privatschulpädagogische Gesellschaft mbH,-1,,304,0,0,235,69,
568045.675,5933664.109,C_2015_Schulen_SekI.191,ida9d5397f-39f6-4d82-b8b1-aa62dbfcdd0b,411,8302,Bilinguales Gymnasium Phorms Hamburg,6004,Wendenstraße,35,20097,Hamburg,hamburg@phorms.de,http://www.hamburg.phorms.de,568045.675,5933664.109,privat,GY,GYp,unbekannt,Phorms Hamburg gGmbH,-1,,84,0,0,84,0,
563420.265,5935669.518,C_2015_Schulen_SekI.192,id3cdf8604-0305-4f8e-866d-841e59216375,413,8501,Christian- Morgenstern- Schule (Stadtteilschule),35022,Heinrichstraße,14,22769,Hamburg,mail@innerestadt.de,,563420.265,5935669.518,privat,STS,STSp,unbekannt,Verein Freie Schule und Kita Hamburg innere Stadt e.V.,-1,,116,0,0,116,0,
567990.295,5941534.989,C_2015_Schulen_SekI.193,idd74ebe24-116e-4c0f-9d33-24130376285a,414,8502,Zukunftsschule Alsterpalais (Stadtteilschule),47003,Alsterdorfer Straße,523,22337,Hamburg,primar.alsterpalais@flachsland-hamburg.de,http://www.flachsland-hamburg.de,567990.295,5941534.989,privat,STS,STSp,unbekannt,Flachsland Zukunftsschulen Gemeinnützige  GmbH,-1,,49,0,0,49,0,
