Schul-nummer,Kreis,Gemeinde,Rechtsform,Gesamtschule,Name der Schule,PLZ,Schulort,"Straße, Hausnummer",Telefon-vorwahl,Telefon-nummer,Ausländische Schüler,Kennung Internat,Vorklassen,Grundschulen,Förderstufe,Hauptschule,Mittelstufen-schule,Realschule,Integrierte Jahrgangs-stufe,Gymnasien,Förderschulen,Schulen für Erwachsene,Schüler insg. mit Vorklassen,Schüler insg. ohne Vorklassen,Fax,Email Adresse
7576,635,22,1,1,Uplandschule,34508,Willingen (Upland),Auf dem Gehren 5-7,5632,6215,15,,,115,,43,,189,,306,,,653,653,968141,poststelle@gs.willingen.schulverwaltung.hessen.de
7577,634,5,1,,Regenbogenschule,34560,Fritzlar,Auf der Bösen Hecke 1,5622,2507,2,,,61,,,,,,,,,61,61,918794,poststelle@g.zueschen.schulverwaltung.hessen.de
7578,636,1,1,,Grundschule Am Brunnen vor dem Tore,37242,Bad Sooden-Allendorf,Huhngraben 1,5652,2015,10,,11,238,,,,,,,,,249,238,5875540,poststelle@g.bad-sooden-allendorf.schulverwaltung.hessen.de
7579,636,6,1,,Schule am Fischbach,37235,Hessisch Lichtenau,Schulstraße 19,5602,2726,4,,,68,,,,,,,,,68,68,914822,poststelle@g.fuerstenhagen.schulverwaltung.hessen.de
7580,636,16,1,,Lindenhofschule,37218,Witzenhausen,Schulstraße 2,5542,3256,,,,62,,,,,,,,,62,62,503283,poststelle@g.gertenbach.schulverwaltung.hessen.de
7581,636,4,1,,Bilsteinschule,37247,Großalmerode,Jonasbach 28,5604,6195,,,,123,,,,,,,,,123,123,916562,poststelle@g.grossalmerode.schulverwaltung.hessen.de
7582,636,6,1,,Grundschule Hessisch Lichtenau,37235,Hessisch Lichtenau,Heinrichstraße 20,5602,2077,15,,14,235,,,,,,,,,249,235,914813,poststelle@g.heli.schulverwaltung.hessen.de
7583,636,9,1,,Ernst-Reuter-Schule,37249,Neu-Eichenberg,Schulweg 4,5542,3181,5,,,91,,,,,,,,,91,91,503807,poststelle@g.neu-eichenberg.schulverwaltung.hessen.de
7584,636,6,1,,Meißnerland-Schule,37235,Hessisch Lichtenau,Leipziger Straße 349,5602,2782,2,,,116,,,,,,,,,116,116,915614,poststelle@g.walburg.schulverwaltung.hessen.de
7586,636,16,1,,Gelstertalschule Hundelshausen,37215,Witzenhausen,Schulstraße 6,5542,2415,1,,,121,,,,,,,,,121,121,911764,poststelle@g.hundelshausen.schulverwaltung.hessen.de
7588,633,4,1,,Mittelpunktschule Braunsberg,34479,Breuna,Schulstraße 10,5693,894,5,,,126,,,,,,,,,126,126,990917,poststelle@g.breuna.schulverwaltung.hessen.de
7589,633,6,1,,Grundschule Balhorn,34308,Bad Emstal,Siedlungsstraße 32,5625,836,7,,,76,,,,,,,,,76,76,925452,poststelle@grundschule.bad-emstal-balhorn.schulverwaltung.hessen.de
7591,633,11,1,,Grundschule Habichtswald,34317,Habichtswald,Schulweg 12,5606,9681,,,,60,,,,,,,,,60,60,563071,poststelle@gdoernberg.doernberg.schulverwaltung.hessen.de
7593,633,18,1,,Elbetalschule Naumburg,34311,Naumburg,Am Kuhberg 13,5625,894,1,,,145,,,,,,,,,145,145,925254,poststelle@elbetalschule.naumburg.schulverwaltung.hessen.de
7595,635,20,1,,Kugelsburgschule,34471,Volkmarsen,Bevelter-Berg-Straße 8-10,5693,806,4,,,,79,31,,157,,,,,267,267,5069,poststelle@hr.volkmarsen.schulverwaltung.hessen.de
7598,633,28,1,,Grundschule Ippinghausen,34466,Wolfhagen,Korbacher Straße 27,5692,8486,,,,32,,,,,,,,,32,32,992837,poststelle@gs.wolfhagen-ippinghausen.schulverwaltung.hessen.de
7600,633,28,1,,Mittelpunktschule Erpetal,34466,Wolfhagen,Schulstraße 10,5692,2455,,,,109,,,,,,,,,109,109,991404,poststelle@erpetalschule.wenigenhasungen.schulverwaltung.hessen.de
7604,634,26,1,,Grundschule im Antrefftal,34628,Willingshausen,Röllshäuser Straße 6,6697,406,4,,,73,,,,,,,,,73,73,406,poststelle@g.merzhausen.schulverwaltung.hessen.de
7607,632,4,1,,Herzbergschule,36287,Breitenbach a. H.,Schulstraße 19,6675,412,1,,,42,,,,,,,,,42,42,918915,poststelle@gherz.breitenbach.schulverwaltung.hessen.de
7609,634,4,1,,Palmbergschule,34621,Frielendorf,Nelkenstraße 23,5684,6633,7,,,151,,,,,,,,,151,151,930460,poststelle@g.frielendorf.schulverwaltung.hessen.de
7612,634,6,1,,Hochlandschule Gilserberg,34630,Gilserberg,Bahnhofstraße 40 a,6696,346,3,,,106,,,,,,,,,106,106,919028,poststelle@hochlandschule.gilserberg.schulverwaltung.hessen.de
7616,634,4,1,,Kleeblattschule,34621,Frielendorf,An der Schule 5,6691,3819,,,,112,,,,,,,,,112,112,928360,poststelle@g.obergrenzebach.schulverwaltung.hessen.de
7617,634,4,1,,Ahornschule Großropperhausen,34621,Frielendorf,Schulstraße 17,5684,7630,,,,50,,,,,,,,,50,50,7630,poststelle@g.grossropperhausen.schulverwaltung.hessen.de
7621,634,26,1,,Rotkäppchen-Schule Loshausen,34628,Willingshausen,Kasseler Straße 27,6691,4294,,,,53,,,,,,,,,53,53,915392,poststelle@g.loshausen.schulverwaltung.hessen.de
7629,634,19,1,,Schule Am Katzbachtal,36280,Oberaula,Schüsslerstraße 2,6628,545,3,,,100,,,,,,,30,,130,130,919497,poststelle@gh.oberaula.schulverwaltung.hessen.de
7630,634,20,1,,Wilhelm-Schäfer-Schule,34633,Ottrau,Das Hohe Feld 2,6639,377,3,,,39,,,,,,,,,39,39,870683,poststelle@g.ottrau.schulverwaltung.hessen.de
7634,634,21,1,,Grundschule am Metzenberg,34637,Schrecksbach,Feldweg 1,6698,297,,,,110,,,,,,,,,110,110,297,poststelle@g.schrecksbach.schulverwaltung.hessen.de
7637,634,22,1,,Brüder-Grimm-Schule,34613,Schwalmstadt,Lacheweg 10,6691,22522,1,,,33,,,,,,,,,33,33,1357,poststelle@g.rommershausen.schulverwaltung.hessen.de
7638,634,22,1,,Schule im Ostergrund,34613,Schwalmstadt,Siebenbürgener Weg 23,6691,919293,28,,,,66,75,,75,,,,,231,231,919294,poststelle@hr.treysa.schulverwaltung.hessen.de
7643,634,26,1,,Grundschule Wasenberg,34628,Willingshausen,Homberger Straße 11,6691,20320,,,,48,,,,,,,,,48,48,807084,poststelle@g.wasenberg.schulverwaltung.hessen.de
7645,611,0,1,,Grundschule Waldau,34123,Kassel,Görlitzer Straße 30,561,53536,19,,12,327,,,,,,,,,339,327,92001734,poststelle@waldau.kassel.schulverwaltung.hessen.de
7646,633,3,1,,Grundschule am Stadtpark,34225,Baunatal,Friedrich-Ebert-Allee 4 a,561,494334,12,,,175,,,,,,,,,175,175,4913499,poststelle@grundschule.baunatal.schulverwaltung.hessen.de
7647,633,9,1,,Ludwig-Emil-Grimm-Schule,34233,Fuldatal,Schulstraße 8,561,8109990,19,,,197,,,,,,,,,197,197,8109998,poststelle@grundschule.ihringshausen.schulverwaltung.hessen.de
7648,633,15,1,,Ernst-Abbe-Schule,34260,Kaufungen,Schulstraße 24,5605,2373,7,,,265,,,,,,,,,265,265,1232,poststelle@eas.kaufungen.schulverwaltung.hessen.de
7649,633,17,1,,Regenbogenschule,34253,Lohfelden,Friedrich-Ebert-Ring 1-2,561,512345,34,,11,297,,,,,,,,,308,297,5102096,poststelle@grundschule.lohfelden.schulverwaltung.hessen.de
7650,633,20,1,,Astrid-Lindgren-Schule,34266,Niestetal,Friedrich-Ebert-Straße 25,561,522203,1,,,155,,,,,,,,,155,155,5296631,poststelle@als.heiligenrode.schulverwaltung.hessen.de
7651,635,15,1,,Humboldt-Schule,34497,Korbach,Humboldtstraße 5,5631,2971,18,,14,228,78,,,,,,,,320,306,4091,poststelle@g.korbachh.schulverwaltung.hessen.de
7652,636,16,1,,Kesperschule,37213,Witzenhausen,Gartenstraße 8,5542,1824,20,,,241,,,,,,,,,241,241,3037196,poststelle@g.witzenhausen.schulverwaltung.hessen.de
7653,634,22,1,,Ziegenhainer Grundschule am Alleeplatz,34613,Schwalmstadt,Steinweg 4,6691,3286,5,,,168,,,,,,,,,168,168,928123,poststelle@g.ziegenhain.schulverwaltung.hessen.de
7655,631,16,1,,Comeniusschule Kalbach,36148,Kalbach,Gemeindezentrum 3,6655,2110,4,,,164,,,,,,,,,164,164,910564,poststelle@comeniusschule.kalbach.schulverwaltung.hessen.de
7656,634,22,1,,Eckhard-Vonholdt-Schule,34613,Schwalmstadt,Pestalozzistraße 6,6691,919505,14,,14,331,,,,,,,,,345,331,919507,poststelle@g.treysa.schulverwaltung.hessen.de
7657,635,1,1,,Schule am Goldberg,35108,Allendorf (Eder),Holzweg 8,6452,1333,8,,11,183,,,,,,,,,194,183,6059,poststelle@gh.allendorf.schulverwaltung.hessen.de
7658,636,11,1,,Regenbogenschule,36205,Sontra,Kirchplatz 6,5653,239,2,,15,171,,,,,,,,,186,171,915638,poststelle@g.sontra.schulverwaltung.hessen.de
7659,631,15,1,,Jahnschule Hünfeld,36088,Hünfeld,Jahnstraße 11,6652,793980,26,,,,,116,,752,,,,,883,883,7939818,poststelle@jahnschule.huenfeld.schulverwaltung.hessen.de
7660,611,0,1,,Grundschule Kirchditmold,34130,Kassel,Mergellstraße 41,561,67275,12,,,254,,,,,,,,,254,254,92001743,poststelle@kirchditmold.kassel.schulverwaltung.hessen.de
7661,631,7,1,,Grundschule Eiterfeld,36132,Eiterfeld,Schulstraße 20,6672,86907200,4,,,238,,,,,,,,,238,238,86907209,poststelle@g.eiterfeld.schulverwaltung.hessen.de
7662,633,28,1,,Grundschule Wolfhagen,34466,Wolfhagen,Ippinghäuser Straße 13,5692,8026,27,,11,287,,,,,,,,,313,302,991740,poststelle@g.wolfhagen.schulverwaltung.hessen.de
7663,534,11,1,,Grundschule Kirchhain,35274,Kirchhain,Pestalozzistraße 5,6422,1085,38,,11,325,,,,,,,,,355,344,859955,poststelle@grundschule.kirchhain.schulverwaltung.hessen.de
7664,634,17,1,,Astrid-Lindgren-Schule Neukirchen,34626,Neukirchen,Schulrat-Vonholdt-Weg 1,6694,1818,6,,12,190,,,,,,,,,202,190,919601,poststelle@g.neukirchen.schulverwaltung.hessen.de
7665,635,9,1,,Grundschule Edertal,34549,Edertal,Anraffer Straße 3,5623,4898,2,,12,243,,,,,,,,,255,243,2111,poststelle@g.edertal.schulverwaltung.hessen.de
7667,631,6,1,,Von-Galen-Schule Eichenzell,36124,Eichenzell,Munkenstraße 16,6659,1894,6,,,,,85,,371,,,,,456,456,915712,poststelle@vgs.eichenzell.schulverwaltung.hessen.de
7668,534,4,1,,Grundschule Biedenkopf,35216,Biedenkopf,Hainstraße 85,6461,5565,23,,,290,,,,,,,,,290,290,923525,poststelle@grundschule.biedenkopf.schulverwaltung.hessen.de
7669,631,10,1,,Otto-Lilienthal-Schule Gersfeld,36129,Gersfeld/Rhön,Am Dammel 3,6654,302,12,,,131,,,,,,,,,131,131,304,poststelle@otto-lilienthal.gersfeld.schulverwaltung.hessen.de
7670,634,8,1,,Grundschule Guxhagen,34302,Guxhagen,Schöne Aussicht,5665,3631,4,,,185,,,,,,,,,185,185,922805,poststelle@g.guxhagen.schulverwaltung.hessen.de
7671,633,29,1,,Fritz-Hufschmidt-Schule,34289,Zierenberg,Neißer Straße 1,5606,3269,6,,,138,,,,,,,,,138,138,533954,poststelle@fhs.zierenberg.schulverwaltung.hessen.de
7672,631,11,1,,Grundschule St. Georg Großenlüder,36137,Großenlüder,Sudetenstraße 4,6648,7066,1,,16,133,,,,,,,,,149,133,6567,poststelle@g-st-georg.grossenlueder.schulverwaltung.hessen.de
7673,632,15,1,,Grundschule Niederaula,36272,Niederaula,Schulstraße 9,6625,7846,5,,,193,,,,,,,,,193,193,342130,poststelle@g.niederaula.schulverwaltung.hessen.de
7674,633,12,1,,Eschenwaldschule,34298,Helsa,An der langen Wiese 11-13,5602,700336,1,,,75,,,,,,,,,75,75,700337,poststelle@eschenwaldschule.helsa-eschenstruth.schulverwaltung.hessen.de
7675,636,3,1,1,Brüder-Grimm-Schule,37269,Eschwege,Dünzebacher Straße 21,5651,33950,15,,,,135,96,,233,,305,,,769,769,339520,poststelle@brueder-grimm.eschwege.schulverwaltung.hessen.de
7676,611,0,1,2,Reformschule,34131,Kassel,Schulstraße 2,561,311272,1,,,239,,,,,273,,,,512,512,92001604,poststelle@reform.kassel.schulverwaltung.hessen.de
7677,611,0,2,,Freie Schule Kassel,34131,Kassel,Brandenburger Straße 5,561,34706,,,,44,20,,,,,,,,64,64,34725,info@freie-schule-kassel.de
7678,635,3,1,,Schule Breiter Hagen,34537,Bad Wildungen,Breiter Hagen 3,5621,1085,19,,,214,,,,,,,,,214,214,960350,poststelle@g.badwildungenb.schulverwaltung.hessen.de
7679,635,11,1,,Regenbogen-Schule,35066,Frankenberg/Eder,Marburger Straße 23 a,6451,8094,2,,11,155,,,,,,,,,166,155,3691,poststelle@g.frankenbergr.schulverwaltung.hessen.de
7680,633,11,1,,Schule im Erlenhof,34317,Habichtswald,Oderweg 7,5606,9550,3,,,75,,,,,,,,,75,75,5610077,poststelle@erlenhof.habichtswald-ehlen.schulverwaltung.hessen.de
7681,611,0,2,,Johann Hinrich Wichern Schule,34134,Kassel,Frankfurter Straße 180,561,8704310,4,,,63,,,,84,,,,,147,147,70550101,poststelle@fcs.kassel.schulverwaltung.hessen.de
7682,611,0,2,,Montessori Schule,34128,Kassel,Rasenallee 83,561,6027820,7,,,98,47,,,71,,,,,216,216,6027822,info@montessori-kassel.com
7683,635,4,1,,Grundschule am Burgberg,35088,Battenberg (Eder),Dodenauer Straße 7,6452,929930,10,,,182,,,,,,,,,182,182,929931,poststelle@g.battenberg.schulverwaltung.hessen.de
7684,635,20,1,,Grundschule Villa R in Volkmarsen,34471,Volkmarsen,Schulstraße 2,5693,7507,5,,,230,,,,,,,,,230,230,918737,poststelle@g.volkmarsen.schulverwaltung.hessen.de
8201,631,9,2,,Antonius-von Padua Schule,36041,Fulda,Carl-Schurz-Straße 22,661,240912,5,%,,22,,,,,,,77,,99,99,9012017,schule@antoniusheim-fulda.de
8202,631,9,1,,Brüder-Grimm-Schule,36041,Fulda,Carl-Schurz-Straße 42,661,902290,31,,,,,,,,,,192,,192,192,9022940,poststelle@bgs.fulda.schulverwaltung.hessen.de
8203,631,9,1,,Pestalozzischule Fulda,36041,Fulda,Abt-Richard-Straße 5,661,241947,5,,,,,,,,,,102,,102,102,241908,poststelle@pestalozzischule.fulda.schulverwaltung.hessen.de
8205,611,0,1,,August-Fricke-Schule,34121,Kassel,Adolfstraße 67,561,22004,27,,,,,,,,,,153,,153,153,107985,poststelle@fricke.kassel.schulverwaltung.hessen.de
8206,611,0,1,,Osterholzschule,34123,Kassel,Osterholzstraße 29,561,53731,14,,,,,,,,,,86,,86,86,9536574,poststelle@osterholz.kassel.schulverwaltung.hessen.de
8207,611,0,1,,Mönchebergschule,34125,Kassel,Mönchebergstraße 48 c,561,871195,23,,,,,,,,,,72,,72,72,92001729,poststelle@moenchebergschule.kassel.schulverwaltung.hessen.de
8208,611,0,1,,Pestalozzischule,34132,Kassel,Mattenbergstraße 24,561,42656,13,,,,,,,,,,84,,84,84,474094,poststelle@pestalozzi.kassel.schulverwaltung.hessen.de
8209,611,0,1,,Astrid-Lindgren-Schule,34121,Kassel,Hupfeldstraße 8,561,313855,9,,,,,,,,,,71,,71,71,92001668,poststelle@lindgren.kassel.schulverwaltung.hessen.de
8210,611,0,1,,Wilhelm-Lückert-Schule,34121,Kassel,Gräfestraße 8,561,22337,10,,17,,,,,,,,195,,212,195,22166,poststelle@lueckert.kassel.schulverwaltung.hessen.de
8211,534,14,1,,Schule am Schwanhof,35037,Marburg,Am Schwanhof 50-52,6421,92690,15,,27,,,,,,,,98,,125,98,926919,poststelle@sas.marburg.schulverwaltung.hessen.de
8213,534,14,1,,Mosaikschule,35039,Marburg,Großseelheimer Straße 12,6421,44880,4,,,,,,,,,,60,,60,60,482441,poststelle@mos.marburg.schulverwaltung.hessen.de
8214,636,3,1,,Pestalozzischule,37269,Eschwege,Wacholderweg 1 a,5651,10662,6,,,,,,,,,,99,,99,99,951738,poststelle@pestalozzi.eschwege.schulverwaltung.hessen.de
8216,635,11,1,,Friedrich-Trost-Schule,35066,Frankenberg/Eder,Freilingstraße 8,6451,6717,5,,,,,,,,,,91,,91,91,6797,poststelle@lh.frankenberg.schulverwaltung.hessen.de
8219,634,7,1,,Odenberg-Schule,34281,Gudensberg,Große Binde 18,5603,2011,11,,,,,,,,,,75,,75,75,910940,poststelle@lh.gudensberg.schulverwaltung.hessen.de
8220,634,9,1,,Elsa-Brändström-Schule,34576,Homberg (Efze),August-Vilmar-Straße 4,5681,2250,6,,,,,,,,,,57,,57,57,938777,poststelle@lh.homberg.schulverwaltung.hessen.de
8221,634,9,1,,Anne-Frank-Schule,34576,Homberg (Efze),August-Vilmar-Straße 1,5681,2334,1,,,,,,,,,,38,,38,38,931777,poststelle@pb.homberg.schulverwaltung.hessen.de
8222,634,9,1,,Hermann-Schafft-Schule,34576,Homberg (Efze),Am Schloßberg 1,5681,770822,6,%,13,,,,,,,,189,,202,189,770818,poststelle@hss.homberg.schulverwaltung.hessen.de
8223,634,25,1,,Schlossbergschule,34590,Wabern,Kurfürstenstraße 28,5683,9239010,2,,,,,,,,,,100,,100,100,9239028,poststelle@schlossberg.homberg.schulverwaltung.hessen.de
8224,631,11,1,,Friedrich-von-Bodelschwingh-Schule,36137,Großenlüder,Dr.-Stieler-Straße 2,6648,629471,,,,,,,,,,,43,,43,43,629472,poststelle@bodelschwingh.grossenlueder.schulverwaltung.hessen.de
8225,631,18,1,,Albert-Schweitzer-Schule,36119,Neuhof,Liebigstraße 13,6655,2463,4,,,,,,,,,,83,,83,83,919866,poststelle@albert-schweitzer.neuhof.schulverwaltung.hessen.de
8226,632,2,1,,Friedrich-Fröbel-Schule,36251,Bad Hersfeld,Vitalisstraße 9,6621,15900,10,,,,,,,,,,101,,101,101,965945,poststelle@lh.bad-hersfeld.schulverwaltung.hessen.de
8230,633,13,1,,Brüder-Grimm-Schule,34369,Hofgeismar,Würfelturmstraße 9,5671,920758,8,,,,,,,,,,134,,134,134,920757,poststelle@foerderschule.hofgeismar.schulverwaltung.hessen.de
8232,534,18,1,,Landgräfin-Elisabeth-Schule,35260,Stadtallendorf,Am Lohpfad 20,6428,440128,21,,10,,,,,,,,67,,77,67,440188,poststelle@les.stadtallendorf.schulverwaltung.hessen.de
8233,534,14,2,,Julie-Spannagel-Schule,35041,Marburg,Neuhöfe 21,6421,175060,7,,,,,,,,,,94,,94,94,1750620,julie-spannagel-schule@elisabeth-verein.de
8234,534,14,2,,Daniel-Cederberg-Schule,35041,Marburg,Neuhöfe 17,6421,93640,6,%,,,,,,,,,53,,53,53,936444,poststelle@cederberg.marburg.schulverwaltung.hessen.de
8236,634,14,1,,Fuldatal-Schule,34212,Melsungen,Schloth 21,5661,3111,6,,,,,,,,,,86,,86,86,924463,poststelle@pb.melsungen.schulverwaltung.hessen.de
8237,632,18,1,,Heinrich-Auel-Schule,36199,Rotenburg a. d. Fulda,Bernhard-Faust-Straße 28,6623,2666,6,,,,,,,,,,113,,113,113,410947,poststelle@lh.rotenburg.schulverwaltung.hessen.de
8238,635,2,1,,Heinrich-Lüttecke-Schule,34454,Bad Arolsen,Am Tannenkopf 12,5691,3753,4,,,,,,,,,,56,,56,56,50242,poststelle@lh.badarolsen.schulverwaltung.hessen.de
8239,635,2,2,,Karl-Preising-Schule,34454,Bad Arolsen,Bathildisstraße 7,5691,899181,14,%,,,,,,,,,478,,478,478,899188,preisingschule@bathildisheim.de
8240,635,3,1,,Mathias-Bauer-Schule,34537,Bad Wildungen,Breiter Hagen 3,5621,2081,5,,,,,,,,,,82,,82,82,960350,poststelle@lh.badwildungen.schulverwaltung.hessen.de
8242,636,4,1,,Hirschbergschule,37247,Großalmerode,Schulstraße 17,5604,5296,1,,,,,,,,,,52,,52,52,915562,poststelle@hirschbergschule.rommerode.schulverwaltung.hessen.de
8245,634,22,2,,Förderschule Hephata,34613,Schwalmstadt,Franz-von-Roques-Str. 24+27,6691,181136,6,,,,,,,,,,231,,231,231,181524,poststelle@hephata.schwalmstadt.schulverwaltung.hessen.de
8246,634,22,1,,Sankt-Martin-Schule,34613,Schwalmstadt,Am Schenkeborn 7,6691,20151,4,,,,,,,,,,75,,75,75,807406,poststelle@lh.treysa.schulverwaltung.hessen.de
8247,631,10,1,,Anne-Frank-Schule,36129,Gersfeld/Rhön,Am Dammel 5,6654,679,3,,,,,,,,,,66,,66,66,919535,poststelle@anne-frank.gersfeld.schulverwaltung.hessen.de
8248,632,3,1,,August-Wilhelm-Mende-Schule,36179,Bebra,Fröbelweg 5,6622,5222,5,,,,,,,,,,88,,88,88,918974,poststelle@pb.bebra.schulverwaltung.hessen.de
8249,633,3,1,,Baunsbergschule,34225,Baunatal,Auf dem Wiede 6,561,9495960,4,,,,,,,,,,40,,40,40,94959615,poststelle@slh.baunatal.schulverwaltung.hessen.de
8250,633,28,1,,Wilhelm-Filchner-Schule,34466,Wolfhagen,Kurfürstenstraße 20,5692,8089,2,,5,,,,,,,,116,,121,116,990946,poststelle@slh.wolfhagen.schulverwaltung.hessen.de
8251,635,15,1,,Schule am Enser Tor,34497,Korbach,Enser Straße 8,5631,2726,6,,,,,,,,,,88,,88,88,1545,poststelle@lh.korbach.schulverwaltung.hessen.de
8252,636,16,1,,Steintorschule,37213,Witzenhausen,Steinstraße 23,5542,50360,,,,,,,,,,,13,,13,13,503622,poststelle@lh.witzenhausen.schulverwaltung.hessen.de
8255,534,14,1,,Schule am Ortenberg,35039,Marburg,Hans-Sachs-Straße 4,6421,5863066,,,,,,,,,,,88,,88,88,5864803,poststelle@sfk.marburg.schulverwaltung.hessen.de
8256,631,12,1,,Erich-Kästner-Schule,36115,Hilders,Julius-Echter-Straße 4,6681,9678640,3,,,,,,,,,,31,,31,31,9678644,poststelle@erich-kaestner.hilders.schulverwaltung.hessen.de
8257,632,16,1,,Heinrich-Grupe-Schule,36269,Philippsthal (Werra),Schulweg 4,6620,8931,,,,,,,,,,,41,,41,41,918895,poststelle@lh.heimboldshausen.schulverwaltung.hessen.de
8258,636,11,1,,Barbaraschule,36205,Sontra,Schulstraße 52,5653,915710,1,,,,,,,,,,14,,14,14,915711,poststelle@lh.sontra.schulverwaltung.hessen.de
8261,635,15,1,,Paul-Zimmermann-Schule,34497,Korbach,Christian-Paul-Straße 6,5631,3836,3,,,,,,,,,,38,,38,38,915693,poststelle@pr.korbach.schulverwaltung.hessen.de
8262,631,15,1,,Christian-Andersen-Schule,36088,Hünfeld,Mackenzeller Straße 2,6652,2969,1,,,,,,,,,,58,,58,58,917578,poststelle@christian-andersen.huenfeld.schulverwaltung.hessen.de
8263,611,0,1,,Alexander-Schmorell-Schule,34125,Kassel,Grenzweg 10,561,813028,30,,,,,,,,,,211,,211,211,813029,poststelle@schmorell.kassel.schulverwaltung.hessen.de
8264,534,14,1,,Anna-Freud-Schule,35039,Marburg,Cappeler Straße 98,6421,404372,3,,,,,,,,,,86,,86,86,404563,poststelle@afs.marburg.schulverwaltung.hessen.de
8265,633,13,1,,Käthe-Kollwitz-Schule,34369,Hofgeismar,Käthe-Kollwitz-Straße 10,5671,99250,8,,,,,,,,,,178,,178,178,50533,poststelle@kaekosch.hofgeismar.schulverwaltung.hessen.de
8266,534,18,1,,Astrid-Lindgren-Schule,35260,Stadtallendorf,Am Lohpfad 33,6428,440115,9,,,,,,,,,,53,,53,53,440185,poststelle@als.stadtallendorf.schulverwaltung.hessen.de
8267,634,5,1,,Schule am Dom,34560,Fritzlar,Dr.-Jestädt-Platz 5,5622,3071,5,,,,,,,,,,69,,69,69,7984833,poststelle@pb.fritzlar.schulverwaltung.hessen.de
8268,534,14,2,,Bettina-von-Arnim-Schule,35037,Marburg,Rudolf-Breitscheid-Straße 22,6421,33772,2,,,,,,,,,,104,,104,104,33796,info@bettina-von-arnim-schule.de
8270,611,0,2,,Heil- und Erziehungsinstitut Lauterbad,34131,Kassel,Ehlener Straße 27,561,938960,6,%,,,,,,,,,77,,77,77,9389666,mail@institut-lauterbad.de
8271,635,3,2,,Werner-Wicker-Schule,34537,Bad Wildungen,Im Kreuzfeld 4,5621,803492,,,,,,,,,,,40,,40,40,803270,werner-wicker-schule@t-online.de
8272,635,11,1,,Kegelbergschule,35066,Frankenberg/Eder,Friedrich-Trost-Straße 1,6451,21774,5,,,,,,,,,,49,,49,49,21713,poststelle@pb.frankenberg.schulverwaltung.hessen.de
8273,633,14,2,,Dietrich-Bonhoeffer-Schule,34376,Immenhausen,Hessenweg 16,5673,998440,9,,,,,,,,,,257,,257,257,998494,jh.dbs-immenhausen@hephata.com
8274,611,0,2,,Jean-Paul-Schule,34131,Kassel,Württemberger Straße 18,561,3162061,8,,,,,,,,,,161,,161,161,3162063,info@jean-paul-schule.de
8275,611,0,1,,Käthe-Kollwitz-Schule,34119,Kassel,Herkulesstraße 111,561,31006471,,,,,,,,,,,60,,60,60,31006488,poststelle@kks.kassel.schulverwaltung.hessen.de
8276,611,0,2,,Georg-Büchner-Schule,34125,Kassel,Roßpfad 14,561,578614,8,,,,,,,,,,62,,62,62,9538212,buechner-schule@akgg.de
8277,436,8,2,,Leonie-Ossowski-Schule,65779,Kelkheim (Taunus),Schlossborner Straße 27-31,6198,58980,3,%,,,,,,,,,29,,29,29,589829,eppenhain@jj-ev.de
8278,635,3,2,,Marie-Juchacz-Schule,34537,Bad Wildungen,Reichardtstraße 12,5621,7525612,,,,,,,,,,,40,,40,40,7525611,mjs@gisa-jugendhilfe.de
8279,636,14,1,,Paul-Moor-Schule,37287,Wehretal,Langenhainer Straße 19,5651,992850,4,,,,,,,,,,138,,138,138,992849,poststelle@pb.wehretal.schulverwaltung.hessen.de
8280,631,15,1,,Vinzenz-von-Paul-Schule,36088,Hünfeld,Vinzenz-von-Paul-Weg 1,6652,749740,1,,,,,,,,,,43,,43,43,7497474,poststelle@vvp.huenfeld.schulverwaltung.hessen.de
8401,631,9,1,,Heinrich-von-Bibra-Schule,36043,Fulda,Buseckstraße 5,661,97760,80,,,,,,,589,,,,,589,589,977615,poststelle@hvbs.fulda.schulverwaltung.hessen.de
8402,631,9,2,,Marianum Fulda,36037,Fulda,Brüder-Grimm-Straße 1,661,969120,6,,,,,,,855,,363,,,1218,1218,9691230,poststelle@marianum.fulda.schulverwaltung.hessen.de
3100,412,0,1,,Meisterschule,65931,Frankfurt am Main,Herbert-von-Meister-Straße 5,69,37560745,121,,,191,,85,,,,,,,303,303,371299,poststelle@meisterschule.frankfurt.schulverwaltung.hessen.de
